"","Zyxin","LYN.V.yes.1.Yamaguchi.sarcoma.viral.related.oncogene.homolog","Liver.mRNA.for.interferon.gamma.inducing.factor.IGIF.","GB.DEF...Homeodomain.protein.HoxA9.mRNA","INDUCED.MYELOID.LEUKEMIA.CELL.DIFFERENTIATION.PROTEIN.MCL1","Epb72.gene.exon.1","Azurocidin.gene","PPGB.Protective.protein.for.beta.galactosidase..galactosialidosis.","CD36.CD36.antigen..collagen.type.I.receptor..thrombospondin.receptor.","APLP2.Amyloid.beta..A4..precursor.like.protein.2","TIMP2.Tissue.inhibitor.of.metalloproteinase.2","C.myb.gene.extracted.from.Human..c.myb..gene..complete.primary.cds..and.five.complete.alternatively.spliced.cds","ME491..gene.extracted.from.H.sapiens.gene.for.Me491.CD63.antigen","TRANSCRIPTION.FACTOR.RELB","GB.DEF...CD36.gene.exon.15","Adenosine.triphosphatase.mRNA","RAS.RELATED.PROTEIN.RAB.1A","BSG.Basigin","CHRNA7.Cholinergic.receptor..nicotinic..alpha.polypeptide.7","PRKAR2B.Protein.kinase..cAMP.dependent..regulatory..type.II..beta","Quiescin..Q6..mRNA..partial.cds","PROTEASOME.IOTA.CHAIN","MPO.Myeloperoxidase","GB.DEF...Chloride.channel..putative..2163bp","ANPEP.Alanyl..membrane..aminopeptidase..aminopeptidase.N..aminopeptidase.M..microsomal.aminopeptidase..CD13.","MYL1.Myosin.light.chain..alkali.","AFFX.HUMTFRR.M11507_M_at..endogenous.control.","Nucleoside.diphosphate.kinase","LMNA.Lamin.A","GLUTATHIONE.S.TRANSFERASE..MICROSOMAL","ZNF42.Zinc.finger.protein.42..myeloid.specific.retinoic.acid.responsive.","GTF2E2.General.transcription.factor.TFIIE.beta.subunit..34.kD","Oncoprotein.18..Op18..gene","RNA.binding.protein.CUG.BP.hNab50..NAB50..mRNA","Clone.22.mRNA..alternative.splice.variant.alpha.1","PTGS2.Prostaglandin.endoperoxide.synthase.2..prostaglandin.G.H.synthase.and.cyclooxygenase.","HD.Huntingtin..Huntington.disease.","SLC6A8.gene..creatine.transporter..extracted.from.Human.Xq28.cosmid..creatine.transporter..SLC6A8..gene..and.CDM.gene..partial.cds","CARCINOEMBRYONIC.ANTIGEN.PRECURSOR","Metalloprotease.disintegrin.cysteine.rich.protein.precursor..MDC9..mRNA","GB.DEF...Retinoblastoma.susceptibility.protein..RB1..L486W.4.bp.deletion.mutant..resulting.in.premature.stop.at.amino.acid.490..gene..exon.16..L11910.bases.76983.77136.","Heat.Shock.Protein..70.Kda..Gb.Y00371.","COL9A2.Collagen..type.IX..alpha.2","NADH.ubiquinone.oxidoreductase.subunit.B13..B13..mRNA","Serine.Hydroxymethyltransferase..Cytosolic..Alt..Splice.2","TRYPTOPHANYL.TRNA.SYNTHETASE"
"11",0.0941671503192107,0.00777846919726198,0.0890804597701149,0.384671005061461,0.0831801470588235,0.0350211911666295,0.0780876104898178,0.0822784810126582,0.11976401179941,0.0675540765391015,0.196258383339216,0.29662996329663,0.0470153195985209,0.387997623291741,0.133168491699046,0.349785407725322,0.469038208168643,0.0855608293779665,0.076889661164205,0.0534069981583794,0.0208282283753982,0.838474554210595,0.0170114656031904,0.210778781038375,0.367440091289464,0.598092643051771,0.121894409937888,0.497145187601958,0.0986937590711176,0.0413486005089059,0.565155807365439,0.380517503805175,0.402332361516035,0.686980609418283,0.354666666666667,0.230379746835443,0.254863813229572,0.140414696253183,0.467532467532468,0.75095785440613,0.240157480314961,0.587523277467412,0.00700636942675159,0.335740072202166,0.662998624484182,0.192941673710904
"12",0.156993615786419,0.121344119477287,0,0.174258857556038,0.291819852941176,0.122239571715369,0.105386531230161,0.148382559774965,0.0625368731563422,0.0569051580698835,0.292975644193435,0.0405961517072628,0.0804278922345483,0.175579322638146,0.042917696926881,0.13447782546495,0.220026350461133,0.0158631026729953,0.050390964378801,0.29097605893186,0.1720166625827,0.0972276454509957,0.106493020937188,0.37020316027088,0.357930772156714,0.214577656675749,0.135869565217391,0.103996737357259,0.0551523947750363,0.022264631043257,0.53328611898017,0.103500761035008,0.239373945066749,0.293628808864266,0.0693333333333333,0.193670886075949,0.110894941634241,0.113859585303747,0.61038961038961,0.226053639846743,0.232283464566929,0.0977653631284916,0.192356687898089,0.368231046931408,0.656121045392022,0.0824175824175824
"13",0.202843876958793,0.0846297448662103,0.275862068965517,0.226319595083153,0.186121323529412,0.044612982377872,0.0499096547345803,0.0897796530707923,0.0584070796460177,0.169883527454243,0.288033886339569,0.507173840507174,0.0917855256207079,0.0748663101604278,0.00900741787354292,0.142346208869814,0.297760210803689,0.184736447664252,0.0382276281494353,0.788213627992634,0.187944131340358,0.99492385786802,0.0173853439680957,0.493792325056433,0.353366298972994,0.442098092643052,0.0846273291925466,0.201876019575856,0.0344702467343977,0.0311704834605598,0.559490084985836,0.791476407914764,0.617001687893202,0.379501385041551,0.613333333333333,0.160759493670886,0.335927367055772,0.0858493997817388,0.636363636363636,0.540229885057471,0.354330708661417,0.723774053382992,0.125477707006369,0.545126353790614,1,0.139475908706678
"14",0.150029019152641,0.180460485376478,0.186781609195402,0.299349240780911,0.0845588235294118,0.104840508587999,0.0830199736289496,0.328879512423816,0.11976401179941,0.117970049916805,0.13907518531592,0.149927705483261,0.103407290015848,0.130718954248366,0.172553867891205,0.185979971387697,0.284584980237154,0.125031226580065,0.0738488271068636,0.189686924493554,0.100710610144572,0.215670961863855,0.0218095712861416,0.401241534988713,0.386458729554964,0.167574931880109,0.130434782608696,0.0407830342577488,0.079100145137881,0.325381679389313,0.487252124645892,0.710806697108067,0.247966855915298,0.121883656509695,0.522666666666667,0.19493670886076,0.254863813229572,0.216078574026919,0.512987012987013,0.14176245210728,0.236220472440945,0.434202358783364,0.217197452229299,0.209386281588448,0.56121045392022,0.20519864750634
"15",0.233894370284388,0.262912258867455,0.433908045977011,0.234996384671005,0.23406862745098,0.0718269016283739,0.0674903550324755,0.199484294421003,0.0289085545722714,0.105823627287854,0.244264031062478,0.570014458903348,0.0907290015847861,0.139334521687463,0.0469798657718121,0.21173104434907,0.41501976284585,0.175743192605546,0.0364900086880973,0.233885819521179,0.196275422690517,0.935702199661591,0.0367647058823529,0.347911963882619,0.294028147584633,0.598773841961853,0.141304347826087,0.442495921696574,0.0589622641509434,0.0263994910941476,0.604107648725212,0.832572298325723,0.401565137333129,0.578947368421053,1,0.146835443037975,0.302853437094682,0.151691524190615,0.590909090909091,0.222222222222222,0.881889763779528,0.612662942271881,0.108917197452229,0.364620938628159,0.911966987620358,0.210481825866441
"16",0.220835751596053,0.0871188550093342,0.0603448275862069,0.211858279103398,0.0663296568627451,0.124470220834263,0.0654392733310544,0.112986404125645,0.0902654867256637,0.0482529118136439,0.046946699611719,0.46046046046046,0.0686740623349181,0.0828877005347594,0.0118332744613211,0.104434907010014,0.306982872200263,0.0901823632275793,0.134665508253692,0.0976058931860037,0.11002205341828,0.778992581023038,0.237973579262213,0.415349887133183,0.439710916698364,0.440735694822888,0.0799689440993789,0,0.128084179970972,0.0213104325699746,0.453257790368272,0.748858447488584,0.380082860211754,0.28808864265928,0.741333333333333,0.0518987341772152,0.335278858625162,0.244088759548927,0.556277056277056,0.134099616858238,0.771653543307087,0.586281812538796,0.212738853503185,0.530685920577617,0.693259972489684,0.153846153846154
"17",0.232153221125943,0.163347853142502,0.316091954022989,0,0.126531862745098,0.28574615213027,0.0424378571079748,0.296999531176746,0.15693215339233,0.657404326123128,0.279915284151077,0.775108441775108,0.0833333333333333,0.127450980392157,0.186683150830095,0.0422031473533619,0.530961791831357,0.19872595553335,0.0751520417028671,0.0755064456721915,0.158294535653026,0.306651047767799,0.105807577268195,0.262979683972912,0.576264739444656,0.241825613079019,0.25388198757764,0.831566068515498,0.0954281567489115,1,0.590651558073654,0.776255707762557,0.905784870339113,0.263157894736842,0.426666666666667,0.137974683544304,0,0.385958530374682,0.943722943722944,0.126436781609195,0.429133858267717,0.561142147734326,0.221656050955414,0.202166064981949,0.537826685006878,0.498520710059172
"18",0.154381892048752,0.165214685749844,0.264367816091954,0.237165582067968,0.154411764705882,0.0492973455275485,0.0350637300385799,0.120487576183779,0.0926253687315634,0.0613976705490849,0,0.110332554776999,0.0433174854727945,0.230540701128936,0.0206640762981279,0.15379113018598,0.313570487483531,0.0926804896327754,0.0668983492615117,0.211786372007366,0.242097525116393,0.152804893921645,0.0274800598205384,0.321952595936795,0.417268923545074,0.338555858310627,0.18555900621118,0.204730831973899,0.210812772133527,0.0388040712468193,0.544617563739377,0.756468797564688,0.216817554089305,0.407202216066482,0.272,0.20253164556962,0.603761348897536,0.153146598763187,0.562770562770563,0.310344827586207,0,0.128181253879578,0.303184713375796,0.209386281588448,0.911966987620358,0.361369399830938
"19",0.187028438769588,0.0108898568761668,0.270114942528736,0.475777295733912,0.125612745098039,0.243586883783181,0.0442935976949749,0.0972808251289264,0.195870206489676,0.0767054908485857,0.162725026473703,0.360471582693805,0.0458267300581088,0,0.089897562698693,0.0987124463519313,0.209486166007905,0.253934549088184,0.0838401390095569,0.114180478821363,0.283263905905415,0.830795262267343,0.0458000997008973,0.514672686230248,0.430962343096234,0.309264305177112,0.140527950310559,0.31810766721044,0.090166908563135,0.0124045801526718,0.489376770538244,0.275494672754947,0.23952738990333,0.470914127423823,0.514666666666667,0.106329113924051,0.278210116731518,0.205529283375773,0.367965367965368,0.375478927203065,0.586614173228346,0.497517070142768,0.0165605095541401,0.830324909747292,0.723521320495186,0.213229078613694
"20",0.217788740568775,0.188861232109521,0.0431034482758621,0.422993492407809,0.272518382352941,0.242917689047513,0,0.389592123769339,0.191740412979351,0.181863560732113,0.164136957289093,0.74341007674341,0.13365029054411,0.065359477124183,0.0957258919109855,0.105865522174535,0.52437417654809,0.310392205845616,0.0573414422241529,0.230202578268877,0.491546189659397,0.980085903943772,0.0396311066799601,0.624717832957111,0.429821224800304,1,0.239130434782609,0.718189233278956,0.0742017416545718,0.0365776081424936,0.680594900849858,0.995433789954338,0.798373484732239,0.371191135734072,0.997333333333333,0.137974683544304,0.420233463035019,0.227719170607494,1,0.432950191570881,1,1,0.15859872611465,0.743682310469314,0.647867950481431,0.288461538461538
"21",0.107661056297156,0.13627878033603,0.117816091954023,0.27114967462039,0.181832107843137,0.154583983939326,0.0588465107193437,0.149085794655415,0.0920353982300885,0.0903494176372712,0.291210730674197,1,0.096539883782356,0.0481283422459893,0,0.135908440629471,0,0.00562078441169123,0.0773240660295395,0,0.0874785591766724,0.734999349212547,0.0120264207377866,0.270880361173815,0.274248763788513,0.455722070844687,0.165372670807453,0.0424143556280587,0.02322206095791,0.0248091603053435,1,0.427701674277017,0.241829062452048,0.578947368421053,0.834666666666667,0.325316455696203,0.173151750972763,0,0.70995670995671,0.850574712643678,0.720472440944882,0.695530726256983,0.137579617834395,0.725631768953069,0.744154057771664,0
"22",0.115496227510157,0.0715619166148102,0.192528735632184,0.279103398409255,0.0920649509803922,0.0434976578184252,0.0752063290521072,0.0743084857008908,0.071976401179941,0.075540765391015,0.240734204024003,0.517183850517184,0.0702588483888009,0.26232917409388,0.0983751324620275,0.11516452074392,0.465085638998682,0,0.0942658557775847,0.165745856353591,0.264150943396226,0.0780944943381492,0.0191924227318046,0.356941309255079,0.400532521871434,0.0844686648501362,0.123447204968944,0.0362969004893964,0.0838171262699565,0,0.628895184135977,0.19634703196347,0.21497621605033,0.650969529085873,0.224,0.116455696202532,0.491569390402075,0.305565660240087,0.614718614718615,0.28735632183908,0.771653543307087,0,0.00636942675159236,0.436823104693141,0.587345254470426,0.178782755705833
"23",0.0821242019733024,0,0.103448275862069,0.428054953000723,0.0621936274509804,0.0970332366718715,0.0995751330761342,0.0745428973277075,0.0873156342182891,0.0843594009983361,0.103070949523473,0.322433544655767,0.00898045430533545,0.138443256090315,0.11515365595196,0.080829756795422,0.13965744400527,0.0479640269797652,0.101650738488271,0.25414364640884,0.0367556971330556,0.305089157881036,0.013771186440678,0.534424379232506,0.223659186002282,0.243188010899183,0.159937888198758,0.320146818923328,0.104317851959361,0.0286259541984733,0.387393767705382,0.299847792998478,0.60564676998619,0.650969529085873,0.0533333333333333,0.245569620253165,0.30674448767834,0.207348126591488,0.614718614718615,0.272030651340996,0.216535433070866,0.350713842333954,0.0121019108280255,0.212996389891697,0.680880330123796,0.138419273034658
"24",0.130005803830528,0.157436216552582,0.46264367816092,0.720173535791757,0.103860294117647,0.0709346419808164,0.0779411046540021,0.169010782934834,0.0625368731563422,0.131281198003328,0.230497705612425,0.626070514959404,0.0998415213946117,0.177956030897207,0.0923701872129989,0.294706723891273,0.25296442687747,0.136647514364227,0.0664639443961772,0.0828729281767956,0.098260230335702,0.48691917219836,0.019690927218345,0.210214446952596,0.352605553442374,0.348773841961853,0.108695652173913,0.301794453507341,0.067489114658926,0.0321246819338422,0.558781869688385,0.789954337899543,0.376246739297223,0.833795013850416,0.645333333333333,0.20379746835443,0.328145265888457,0.140414696253183,0.541125541125541,0.241379310344828,0.751968503937008,0.648975791433892,0.178343949044586,0.848375451263538,0.631361760660248,0.148985629754861
"25",0.199361578641904,0.0127566894835096,0.00574712643678161,0.35647143890094,0.0681678921568627,0.128708454160161,0.0666113200175807,0.107360525082044,0.164011799410029,0.0499168053244592,0.0751853159195199,0.187520854187521,0.0301109350237718,0.0995246583481878,0.148887318968562,0.0908440629470672,0.147562582345191,0.141893579815139,0.0764552562988706,0.412523020257827,0.255329576084293,0.491865156839776,0.0244267198404786,0.340857787810384,0.420692278432864,0.314713896457766,0.295807453416149,0.202283849918434,0.0818214804063861,0.0381679389312977,0.575070821529745,0.284627092846271,0.334509743747123,0.157894736842105,0.192,0.127848101265823,0.40402075226978,0.211713350309203,0.461038961038961,0.28735632183908,0.559055118110236,0.538175046554935,0.156050955414013,0.350180505415162,0.656121045392022,0.169695688926458
"26",0.160621009866512,0.0805849408836341,0.316091954022989,0.206073752711497,0.0975796568627451,0.0803033682801695,0.0435122332372906,0.115330520393812,0,0.155906821963394,0.077303212142605,0.342453564675787,0.105256207078711,0.163992869875223,0.0249028611797951,0.0965665236051502,0.117259552042161,0.111791156632526,0.0890529973935708,0.0626151012891344,0.236461651555991,0.41168814265261,0.028227816550349,0.338318284424379,0.372765310003804,0.427792915531335,0.118788819875776,0.269575856443719,0,0.0340330788804071,0.617563739376771,0.567732115677321,0.294307196562836,0.351800554016621,0.290666666666667,0.181012658227848,0.33852140077821,0.126227719170607,0.619047619047619,0.118773946360153,0.78740157480315,0.430788330229671,0.206369426751592,0.339350180505415,0.720770288858322,0.181107354184277
"27",0,0.147479775980087,0.014367816091954,0.0281995661605206,0,0.00557662279723399,0.0506910191922645,0.10267229254571,0.136873156342183,0.0301164725457571,0.116131309565831,0.299299299299299,0.0484680401479134,0.109625668449198,0.169374779229954,0.0207439198855508,0.191040843214756,0.0188608543592306,0.00390964378801043,0.232044198895028,0.272482234746386,0.222699466354289,0.0102193419740778,0.56461625282167,0,0.0858310626702997,0,0.109706362153344,0.131712626995646,0.048027989821883,0.493626062322946,0.368340943683409,0.320392818781648,0.565096952908587,0.338666666666667,0.140506329113924,0.551880674448768,0.294652600945798,0.58008658008658,0.199233716475096,0.248031496062992,0.22129112352576,0.34203821656051,0.657039711191336,0.50343878954608,0.379543533389687
"28",0.52539175856065,0.518046048537648,1,0.634851771511208,0.449908088235294,0.166183359357573,0.699614201299018,0.630098452883263,0.109734513274336,0.230948419301165,0.373808683374515,0.104548993437882,0.249603803486529,0.338680926916221,0.157894736842105,0.424177396280401,0.453227931488801,0.142143392455658,0.282797567332754,0.285451197053407,0.366331781426121,0.0888975660549265,0.449713359920239,0.533013544018059,0.685812095853937,0.0912806539509537,0.129658385093168,0.635807504078303,0.109760522496372,0.692111959287532,0.43413597733711,0.313546423135464,0.140708915145005,0.479224376731302,0.00533333333333333,0.0911392405063291,0.410505836575875,0.160058202982903,0.16017316017316,0.532567049808429,0.149606299212598,0.132526381129733,0.331847133757962,0,0.500687757909216,0.257185122569738
"29",0.250145095763204,0.225886745488488,0.827586206896552,0.352856109906001,0.1015625,0.369618559000669,0.102309908678029,0.485700890764182,0.257227138643068,0.239434276206323,0.37027885633604,0.0771882994105216,0.0958795562599049,0.182115270350564,0.221476510067114,0.103004291845494,0.0882740447957839,0.106420184861354,0.279756733275413,0.276243093922652,0.266846361185984,0.0508915788103605,1,0.553893905191874,0.550779764168886,0,0.324534161490683,0.90415986949429,0.0921625544267054,0.388676844783715,0.28399433427762,0.150684931506849,0.22479668559153,0.767313019390582,0.106666666666667,0.220253164556962,0.400129701686122,0.304474354310658,0.32034632034632,0.122605363984674,0.362204724409449,0.0763500931098696,0.190445859872611,0.0108303249097473,0.658872077028886,0.221682163989856
"30",0.803395240858967,0.845675171126322,0.793103448275862,0.610267534345625,0.91436887254902,0.248494311844747,0.430580651462617,0.964369432723863,1,1,1,0.0319208096985875,0.631273111463286,1,0.632815259625574,1,0.9433465085639,0.349362977766675,0.213292788879235,0.429097605893186,0.701298701298701,0.201613952882988,0.140952143569292,0.607505643340858,0.492963103841765,0.0470027247956403,0.191770186335404,0.59584013050571,0.5,0.662531806615776,0.368980169971671,0.345509893455099,0.177228786251343,0.947368421052632,0.170666666666667,0.910126582278481,0.813878080415045,0.299017824663514,0.261904761904762,0.904214559386973,0.015748031496063,0.0468653010552452,0.428025477707006,0.0252707581227437,0.327372764786795,0.620033812341505
